,Restaurant,Cusines_all,price_for_one,delivery_review_number,location
88528,Heights & Bites By Jula, Salad,50,2,"frazer town, bangalore"
88549,Hotel Prashanth Non Veg Nati Style, South Indian,100,179,"kumaraswamy layout, bangalore"
88550,Arabian Shawarma, Beverages,150,162,"nagawara, bangalore"
88552,Arabian Shawarma, Beverages,100,162,"nagawara, bangalore"
88553,KT Best Bakery And Sweets, Street Food,50,1174,"rammurthy nagar, bangalore"
88563,Leon's Burgers & Wings, Wraps,200,28800,"jeevan bhima nagar, bangalore"
88595,Dhaba Shaba, Chinese,150,2760,"sarjapur road, bangalore"
88596,Rampyari Chaiwala Netaji Bhajiawala, Tea,50,2123,"btm, bangalore"
88597,Rampyari Chaiwala Netaji Bhajiawala, Tea,75,2123,"btm, bangalore"
88598,Biriyani Pack,,200,12,"kadubeesanahalli, bangalore"
88599,Funky Punjab, Mughlai,200,2178,"jp nagar, bangalore"
88600,WOW! China, Sichuan,200,103,"banashankari, bangalore"
88605,WOW! China, Sichuan,300,103,"banashankari, bangalore"
88613,Street Foods By Punjab Grill, Fast Food,425,1,"itpl main road, whitefield, bangalore"
88614,Street Foods By Punjab Grill, Fast Food,250,1,"itpl main road, whitefield, bangalore"
88616,SS Family Resturant, North Indian,250,41,"rammurthy nagar, bangalore"
88617,Karnataka Donne Biryani,,150,353,"whitefield, bangalore"
88619,Step Right Up, Chinese,150,1158,"vasanth nagar, bangalore"
88621,Barista, Beverages,150,212,"sadashiv nagar, bangalore"
88622,Lo! - Low Carb And Keto Foods, Fast Food,150,714,"domlur, bangalore"
88629,Lo! - Low Carb And Keto Foods, Fast Food,200,714,"domlur, bangalore"
88649,The Good Bowl, Italian,200,167,"shanti nagar, bangalore"
88677,Shivaji Nati Style, Chinese,200,42,"jakkur, bangalore"
88678,Gustoes Beer And Bouffage, Continental,750,68,"jayanagar, bangalore"
88697,Lai Lai Chinese Eating House,,200,14,"electronic city, bangalore"
88698,Bangalore Mandarin, Sichuan,550,3358,"indiranagar, bangalore"
88707,Panda Nation, Thai,150,414,"banashankari, bangalore"
88708,Eat N Drink, Burger,175,593,"btm, bangalore"
88709,Eat N Drink, Burger,100,593,"btm, bangalore"
88710,Eat N Drink, Burger,125,593,"btm, bangalore"
88721,Soroush Biryani, Mughlai,150,217,"rajajinagar, bangalore"
88725,Soroush Biryani, Mughlai,300,217,"rajajinagar, bangalore"
88773,29 Degrees North, Street Food,200,4959,"banaswadi, bangalore"
88774,Buffet Biryani, Momos,150,47,"malleshwaram, bangalore"
88775,7 Plates, Rolls,350,5290,"kalyan nagar, bangalore"
88776,7 Plates, Rolls,200,5290,"kalyan nagar, bangalore"
88778,Sarovaraa- The Desi Kitchen, Desserts,100,745,"new bel road, bangalore"
88779,Cheesecake & Co.,,300,337,"koramangala 8th block, bangalore"
88781,EasyBites By Empire, Beverages,100,1787,"koramangala 5th block, bangalore"
88782,Aaha Andhra, North Indian,325,1,"orion mall, malleshwaram, bangalore"
88783,Kolkata Victoria Chat House,,100,93,"rt nagar, bangalore"
88784,Kolkata Victoria Chat House,,75,93,"rt nagar, bangalore"
88785,Chicken House, North Indian,200,237,"rt nagar, bangalore"
88786,Laddoos, Street Food,150,5161,"btm, bangalore"
88789,Laddoos, Street Food,100,5161,"btm, bangalore"
88811,Tandoori Grand, North Indian,200,154,"rammurthy nagar, bangalore"
88813,Cakes Wagon,,150,1898,"whitefield, bangalore"
88817,Coal Spark, BBQ,500,4568,"hsr, bangalore"
88818,Fresh Pressery Cafe, Fast Food,600,145,"lavelle road, bangalore"
88819,Big Bowl Company, Biryani,250,896,"banashankari, bangalore"
88832,World Brew Cafe, Fast Food,200,289,"new bel road, bangalore"
88833,Burger & Pizza Club, Sandwich,150,0,"basaveshwara nagar, bangalore"
88847,Taco Bell, Wraps,200,733,"hsr, bangalore"
88850,Taco Bell, Wraps,175,733,"hsr, bangalore"
88853,Taco Bell, Wraps,300,733,"hsr, bangalore"
88857,Taco Bell, Wraps,150,733,"hsr, bangalore"
88872,Shao - Radisson Blu, Chinese,1400,43,"radisson blu, marathahalli, bangalore"
88873,ATH - All Things Healthy!, North Indian,250,247,"jp nagar, bangalore"
88891,Hamro Foodland,,150,0,"hennur, bangalore"
88895,Udupi Juice Shop, Beverages,125,5,"marathahalli, bangalore"
88897,Kairali Hotel,,150,324,"new bel road, bangalore"
88898,Sri Sri Cafe, Sandwich,150,71,"kumaraswamy layout, bangalore"
88903,Ajji Ruchi Kitchen,,50,447,"koramangala 8th block, bangalore"
88904,Chung Wah's, Vietnamese,200,41,"hsr, bangalore"
88906,Hungree Belly, Chinese,400,5753,"kaggadasapura, bangalore"
88916,Thrilok Restaurant, Chinese,175,249,"banashankari, bangalore"
88917,Lucknowee, Lucknowi,300,181,"sarjapur road, bangalore"
88925,Habibi Falafel, Beverages,250,858,"jp nagar, bangalore"
88943,Oh! Calcutta, Mughlai,500,1062,"whitefield, bangalore"
88944,Oh! Calcutta, Mughlai,400,1062,"whitefield, bangalore"
88948,Oh! Calcutta, Mughlai,750,1062,"whitefield, bangalore"
88963,The Parotta Combo,,150,61,"hsr, bangalore"
88972,Sarathi Kitchen,,150,126,"koramangala 5th block, bangalore"
88973,Edesia by Freshmenu,,100,294,"bommanahalli, bangalore"
88980,Gufha - The President Hotel, Afghan,600,212,"the president hotel, jayanagar, bangalore"
88981,Phulke,,300,162,"jp nagar, bangalore"
88992,Curryce Andhra Bhojanam,,150,308,"rt nagar, bangalore"
88993,Donne Biryani Mane, Chinese,225,8476,"banashankari, bangalore"
88994,Donne Biryani Mane, Chinese,150,8476,"banashankari, bangalore"
89023,Mamagoto, Sushi,700,2438,"indiranagar, bangalore"
89024,Mamagoto, Sushi,450,2438,"indiranagar, bangalore"
89025,Mamagoto, Sushi,850,2438,"indiranagar, bangalore"
89026,Chef Zaika Restaurant, Desserts,175,151,"kr puram, bangalore"
89027,Hatti Kaapi,,200,27,"bellandur, bangalore"
89061,Donne Biryani Adda,,150,165,"indiranagar, bangalore"
89062,Indiana Burgers, Beverages,250,4251,"indiranagar, bangalore"
89069,Indiana Burgers, Beverages,150,4251,"indiranagar, bangalore"
89083,Dum Biryani Hub, Chinese,225,15000,"btm, bangalore"
89086,Jayanagara Donne Biryani,,175,33,"jayanagar, bangalore"
89087,Jayanagara Donne Biryani,,200,33,"jayanagar, bangalore"
89088,Edesia By Freshmenu,,100,294,"bommanahalli, bangalore"
89093,Oziano,,250,3859,"marathahalli, bangalore"
89094,Nizam's Kitchens, Andhra,150,468,"banashankari, bangalore"
89103,Hatti Kaapi, Coffee,200,27,"bellandur, bangalore"
89108,LalChi, Asian,300,53,"whitefield, bangalore"
89109,The Odia Adda, Mughlai,200,1790,"marathahalli, bangalore"
89120,BaraThas, Desserts,100,29,"marathahalli, bangalore"
89144,Flavours Of Bengali, North Indian,250,297,"hsr, bangalore"
89145,Hotel Manarama,,150,334,"electronic city, bangalore"
89149,De Zyka Cafe, Rolls,175,8,"shivajinagar, bangalore"
89150,Mumbai Bites, North Indian,100,20,"rajarajeshwari nagar, bangalore"
89153,Hokart - Imanuel Tiffan Centre,,100,1,"hsr, bangalore"
89154,Tapri By The Corner,,150,4602,"koramangala 5th block, bangalore"
89155,Royal Rupees, Chinese,225,6,"new bel road, bangalore"
89156,GFC Biryani,,100,324,"rt nagar, bangalore"
89157,GFC Biryani,,125,324,"rt nagar, bangalore"
89158,Afghani Tandoori Hub, Chinese,200,12700,"btm, bangalore"
89167,Lassi Corner, Desserts,100,371,"kr puram, bangalore"
89169,Lassi Corner, Desserts,150,371,"kr puram, bangalore"
89175,Marwadi Chaat & Tiffin Services, Chinese,175,7458,"shanti nagar, bangalore"
89176,A2B - Adyar Ananda Bhavan, Mithai,250,7333,"hsr, bangalore"
89177,A2B - Adyar Ananda Bhavan, Mithai,150,7333,"hsr, bangalore"
89208,Mom's Momos,,175,9,"electronic city, bangalore"
89221,Bowring Kulfis,,100,155,"jalahalli, bangalore"
89222,Bowring Kulfis,,50,155,"jalahalli, bangalore"
89223,Ambur Hot Dum Biriyani,,150,18,"bommanahalli, bangalore"
89224,Ambur Hot Dum Biriyani,,125,18,"bommanahalli, bangalore"
89226,Savi Sagar Grand, Chinese,250,134,"bannerghatta road, bangalore"
89227,Mallu House, Biryani,200,40,"hsr, bangalore"
89234,Nandhana Palace, North Indian,300,2955,"whitefield, bangalore"
89235,Nandhana Palace, North Indian,400,2955,"whitefield, bangalore"
89266,Snackies By Foodmode, Beverages,100,6,"btm, bangalore"
89294,Kobe Sizzlers, Fast Food,800,52,"sanjay nagar, bangalore"
89295,Kobe Sizzlers, Fast Food,750,52,"sanjay nagar, bangalore"
89314,IVY Restaurant, Shake,250,80,"kumaraswamy layout, bangalore"
89315,Laziz Biryani, Rolls,150,291,"btm, bangalore"
89316,Z Cafe, Sandwich,150,943,"electronic city, bangalore"
89326,Eatoz, Fast Food,350,3577,"varthur main road, whitefield, bangalore"
89327,Shris Cake Zone,,250,2,"electronic city, bangalore"
89334,HOMMS, Momos,250,18600,"brookefield, bangalore"
89336,Protein Chef, North Indian,200,38,"indiranagar, bangalore"
89342,Berytoz, South Indian,225,35,"marathahalli, bangalore"
89343,Biryani Factory, Chinese,150,808,"kr puram, bangalore"
89344,Zaatar, Biryani,500,11200,"old madras road, bangalore"
89368,Neighbourhood Cafe, Shake,125,4,"ulsoor, bangalore"
89370,Snacks Parlour, Beverages,100,16,"electronic city, bangalore"
89386,Naati Mane,,250,13,"rajajinagar, bangalore"
89403,Rusbury Fresh Sweets And Savouries, North Indian,100,1490,"bellandur, bangalore"
89406,Kailash Parbat, Beverages,200,91,"commercial street, bangalore"
89407,Kailash Parbat, Beverages,500,91,"commercial street, bangalore"
89408,Kailash Parbat, Beverages,300,91,"commercial street, bangalore"
89409,Kailash Parbat, Beverages,250,91,"commercial street, bangalore"
89411,Kailash Parbat, Beverages,400,91,"commercial street, bangalore"
89413,Casa Piccosa, Chinese,600,48,"bommasandra, bangalore"
89424,Dreamland Food Corner, Sandwich,175,5613,"hennur, bangalore"
89425,Olive Tree,,300,9,"majestic, bangalore"
89426,New Krishna Sagar, Chinese,150,23600,"jakkur, bangalore"
89427,New Krishna Sagar, Chinese,275,23600,"jakkur, bangalore"
89429,Zoey Kitchen,,150,0,"banaswadi, bangalore"
89440,Srivatsa Cafe, Beverages,175,6,"kalyan nagar, bangalore"
89456,Chungs Pavilion,,350,1139,"domlur, bangalore"
89457,Momo Guy, Beverages,300,13,"new bel road, bangalore"
89491,Sweet Truth - Cake and Desserts,,200,647,"indiranagar, bangalore"
89502,Sweet Truth - Cake and Desserts,,50,647,"indiranagar, bangalore"
89510,The Briyani Paradise, Kebab,225,0,"btm, bangalore"
89511,RR Vatika, Sandwich,150,0,"jayanagar, bangalore"
89525,Pratyush's Food Plaza, North Indian,200,795,"jp nagar, bangalore"
89542,Simply Andhra,,200,163,"thippasandra, bangalore"
89593,Mubarak Restaurant, Kebab,200,50,"rajajinagar, bangalore"
89594,Hokart - Shree Balaji Mumbai Pav-Bhaji & Tawa Pulav,,125,88,"koramangala 5th block, bangalore"
89595,Donne Biryani Corner, Fast Food,150,55,"kumaraswamy layout, bangalore"
89596,Badmaash, Biryani,750,65,"ub city, bangalore"
89597,Laizon Asian Grill & BBQ, Asian,225,765,"hennur, bangalore"
89613,Keshava Kabab Centre, Fast Food,100,198,"jp nagar, bangalore"
89614,Sardarji Londonwaley,,150,17900,"hsr, bangalore"
89616,Sardarji Londonwaley,,400,17900,"hsr, bangalore"
89624,What A Sandwich, Burger,150,19,"bannerghatta road, bangalore"
89648,Kebab Exotic, Mughlai,200,280,"bommanahalli, bangalore"
89670,Bite Me Cupcakes,,100,1246,"koramangala 1st block, bangalore"
89671,Bite Me Cupcakes,,150,1246,"koramangala 1st block, bangalore"
89683,R R Spicy Bangarpet Chat House,,50,26,"majestic, bangalore"
89684,Karim's - Original From Delhi 6 Jama Masjid, Rolls,375,747,"marathahalli, bangalore"
89727,Firangi Bake,,300,753,"old airport road, bangalore"
89769,New York Waffles & Dinges, Shake,200,2,"kr puram, bangalore"
89788,Eat N Meet, North Indian,250,3665,"bommasandra, bangalore"
89789,Mangalore Thali Family Resturant, Seafood,225,339,"rammurthy nagar, bangalore"
89790,ITC Master Chef Creations, Mughlai,350,107,"banashankari, bangalore"
89800,Dezire Sugar Free Sweets & Cakes,,150,171,"basavanagudi, bangalore"
89801,GOPIZZA,,250,108,"bannerghatta road, bangalore"
89806,Karnataka State Co-operative Fisheries Federation, Mangalorean,200,96,"kumaraswamy layout, bangalore"
89807,Royal Foods,,150,22,"rt nagar, bangalore"
89816,Vaishali Deluxe, Andhra,225,2198,"banashankari, bangalore"
89836,Bowl Soul,,300,7,"richmond town, bangalore"
89848,Davanagere Benne Dose Ruchi, Beverages,175,664,"hsr, bangalore"
89870,Adukkala Restaurant, Fast Food,300,5097,"kalyan nagar, bangalore"
89871,Adukkala Restaurant, Fast Food,250,5097,"kalyan nagar, bangalore"
89872,Ice Corner, Beverages,100,3144,"rajajinagar, bangalore"
89890,Dande's Hyderabad Biryani, Chettinad,200,682,"new bel road, bangalore"
89899,Gam's Delicacy, Assamese,400,1663,"koramangala 7th block, bangalore"
89904,Swad Traditional Taste Of Kerala,,200,202,"sahakara nagar, bangalore"
89905,Chhapan Bhog, Street Food,100,1233,"whitefield, bangalore"
89921,Sandwich@59,,100,18,"marathahalli, bangalore"
89925,Home Plate by EatFit,,150,56,"indiranagar, bangalore"
89936,Tiwari's Ghee Paratha And Chaats, Street Food,150,559,"basavanagudi, bangalore"
89959,Ciro's Pizzeria,,200,104,"itpl main road, whitefield, bangalore"
89960,Ciro's Pizzeria,,400,104,"itpl main road, whitefield, bangalore"
89963,SM Food Court, Chinese,200,611,"electronic city, bangalore"
89984,Sri Durga Chats & Juice, Beverages,150,13800,"vijay nagar, bangalore"
89985,Kuttanad, Arabian,100,3244,"bannerghatta road, bangalore"
90036,Dindigul Thalappakatti, South Indian,450,1986,"banashankari, bangalore"
90037,Dindigul Thalappakatti, South Indian,300,1986,"banashankari, bangalore"
90050,Dindigul Thalappakatti, South Indian,350,1986,"banashankari, bangalore"
90051,Stoned Monkey, Beverages,150,239,"nagarbhavi, bangalore"
90052,Home Plate by EatFit, Ice Cream,150,56,"indiranagar, bangalore"
90063,The Biryanis, North Indian,350,10200,"jeevan bhima nagar, bangalore"
90064,Big Chow, Sichuan,250,757,"domlur, bangalore"
90089,Meal@79,,200,408,"hsr, bangalore"
90091,Cake Bite, Mithai,200,341,"jayanagar, bangalore"
90092,Cake Bite, Mithai,150,341,"jayanagar, bangalore"
90094,North South Express,,100,29,"banashankari, bangalore"
90104,Brew Cafe, Ice Cream,175,467,"btm, bangalore"
90114,Tharavadu Malabar Biryani, South Indian,200,644,"new bel road, bangalore"
90144,Fish Land KSCFF,,200,910,"rajajinagar, bangalore"
90163,Phobidden Fruit, Desserts,550,554,"indiranagar, bangalore"
90164,Kakal Kai Ruchi, Chinese,200,585,"jp nagar, bangalore"
90179,Akram Hotel, Mughlai,100,332,"kumaraswamy layout, bangalore"
90180,Deli2Go, Hot dogs,250,4,"jp nagar, bangalore"
90182,Deli2Go, Hot dogs,150,4,"jp nagar, bangalore"
90216,Thalassery Restaurant, Seafood,350,8561,"kammanahalli, bangalore"
90217,Thalassery Restaurant, Seafood,400,8561,"kammanahalli, bangalore"
90218,Thalassery Restaurant, Seafood,325,8561,"kammanahalli, bangalore"
90219,Thalassery Restaurant, Seafood,250,8561,"kammanahalli, bangalore"
90220,Thalassery Restaurant, Seafood,150,8561,"kammanahalli, bangalore"
90227,Atidhi Mane, North Indian,200,7,"cv raman nagar, bangalore"
90229,Abhiruchi Hotel, North Indian,250,39900,"btm, bangalore"
90233,S M Sea Fishes,,200,46,"rt nagar, bangalore"
90234,Amul Ice Cream Parlour, Beverages,100,150,"btm, bangalore"
90235,Uttar - Simple North Indian,,400,32,"marathahalli, bangalore"
90287,Go69 Pizza, Fast Food,250,117,"itpl main road, whitefield, bangalore"
90288,Mandarin By Sabroso,,200,248,"sanjay nagar, bangalore"
90289,The Aroma Fox, Biryani,150,1305,"btm, bangalore"
90335,Foodies Express, Arabian,200,6196,"electronic city, bangalore"
90375,Udupi Thindies,,100,3067,"nagawara, bangalore"
90376,Justbe Resto Cafe, Fast Food,500,186,"sadashiv nagar, bangalore"
90377,House of Juice,,150,225,"varthur main road, whitefield, bangalore"
90378,Theobroma, Beverages,200,2310,"koramangala 5th block, bangalore"
90389,Zed The Baker, European,400,245,"church street, bangalore"
90390,Zed The Baker, European,300,245,"church street, bangalore"
90395,Sunny's Kitchen, Seafood,200,1699,"hsr, bangalore"
90423,Ayodhya Grand, Chinese,350,8912,"nagarbhavi, bangalore"
90424,@Italy, Pasta,250,4128,"kumaraswamy layout, bangalore"
90425,Sri Murugan Cafe, Beverages,150,2722,"cv raman nagar, bangalore"
90429,Licious Pizza,,150,521,"nagarbhavi, bangalore"
90460,Hyderabadi Biryani Hub, Chinese,400,11600,"bellandur, bangalore"
90461,Hyderabadi Biryani Hub, Chinese,200,11600,"bellandur, bangalore"
90463,Snack Point, Juices,100,208,"rajajinagar, bangalore"
90485,Silver Dine By Shankar's Kitchen, Biryani,400,1410,"bommasandra, bangalore"
90488,Artinci - Indulge Guilt Free!, Bakery,150,636,"kammanahalli, bangalore"
90520,Dhaba Downtown, Sichuan,250,782,"whitefield, bangalore"
90521,Socialize, Continental,350,119,"basaveshwara nagar, bangalore"
90534,Richie Rich, Fast Food,200,3800,"race course road, bangalore"
90535,Wow! Chicken By Wow! Momo,,250,14,"forum shantiniketan mall, whitefield, bangalore"
90536,Wow! Chicken By Wow! Momo,,400,14,"forum shantiniketan mall, whitefield, bangalore"
90547,New Spice Tandoori, South Indian,200,306,"basaveshwara nagar, bangalore"
90548,T’s 21 Spice Biryani,,200,1887,"indiranagar, bangalore"
90554,T’s 21 Spice Biryani,,250,1887,"indiranagar, bangalore"
90558,Shiv Sai Hotel, South Indian,225,3331,"bannerghatta road, bangalore"
90577,Kerala Note Book,,150,328,"banashankari, bangalore"
90578,Kerala Note Book,,200,328,"banashankari, bangalore"
90603,New Govind Rao Military Hotel,,200,1276,"majestic, bangalore"
90604,Raju Gari Biryani, Chinese,250,652,"bannerghatta road, bangalore"
90620,Big Wong, Chinese,450,797,"bellandur, bangalore"
90622,HRX by EatFit, Mediterranean,250,28,"kadubeesanahalli, bangalore"
90632,Udupi Sri Krishna Dhaama,,100,140,"basavanagudi, bangalore"
90645,Salt - Indian Restaurant Bar & Grill, Biryani,750,52,"ub city, bangalore"
90686,Reddy's Military Hotel, North Indian,200,615,"kalyan nagar, bangalore"
90696,MBR Biriyani County,,100,13900,"bommasandra, bangalore"
90697,Andra Hot & Spicy Biryani's, Street Food,250,28,"btm, bangalore"
90698,Sandwich Binge, Beverages,150,946,"sarjapur road, bangalore"
90700,Eat Out, Street Food,125,12,"majestic, bangalore"
90701,Sandwich Guru, Beverages,100,6615,"hsr, bangalore"
90708,Dawat Durbar,,150,429,"shivajinagar, bangalore"
90716,Kannur Food Point, South Indian,250,48100,"btm, bangalore"
90724,Hunan, Momos,450,2538,"new bel road, bangalore"
90725,Hunan, Momos,300,2538,"new bel road, bangalore"
90726,Singh Da Punjabi Dhaba, Sichuan,100,966,"thippasandra, bangalore"
90752,Melting Pot At Woodrose, South Indian,400,186,"jp nagar, bangalore"
90762,Little Italy, Beverages,500,16,"electronic city, bangalore"
90764,Little Italy, Beverages,700,16,"electronic city, bangalore"
90768,Hello Millet, Biryani,100,488,"banaswadi, bangalore"
90771,The Grand Hyderabad Biryani Restaurant,,200,195,"frazer town, bangalore"
90772,Smoor,,300,1935,"new bel road, bangalore"
90775,Smoor,,150,1935,"new bel road, bangalore"
90789,Biryani And Pulao Collection By ITC Hotels,,650,57,"itc windsor, bangalore"
90790,Biryani And Pulao Collection By ITC Hotels,,750,57,"itc windsor, bangalore"
